Mouse,Set,type,Sex,Sucrose intake,Water intake,Body weight,Age,Strain,deltaBW,scon3@rs3023231,scon4@d1mit316,scon6@d14mit126
B.2009.6815,N7,129.B6-Scq2,M,23.8,4.6,23.7,14,SS.2.1.1,NA,NA,NA,NA
B.2009.6817,N7,129.B6-Scq2,M,16,4.7,24.5,14,SS.2.1.1,NA,NA,NA,NA
B.2009.8866,N8,129.B6-Scq2,F,20.8,4.6,17.6,8.9,SS.2.1.1,NA,NA,NA,NA
B.2009.8872,N8,129.B6-Scq2,F,13.9,3,15.8,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.8873,N8,129.B6-Scq2,F,20.2,4.6,17.1,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9038,N8,129.B6-Scq2,F,17.2,4.1,17.5,12,SS.2.1.1,NA,NA,NA,NA
B.2009.9149,N8,129.B6-Scq2,F,17.4,3.5,17.4,9.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9209,N8,129.B6-Scq2,F,15.8,3.2,15.8,9.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9211,N8,129.B6-Scq2,F,18.1,3.7,15.6,9.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9216,N8,129.B6-Scq2,F,11.9,2.5,16.7,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9218,N8,129.B6-Scq2,F,12.6,2.9,13.2,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9219,N8,129.B6-Scq2,F,9.1,2.7,14.1,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9229,N8,129.B6-Scq2,F,19,3.7,15.8,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9230,N8,129.B6-Scq2,F,20.4,3.2,17.2,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9297,N8,129.B6-Scq2,F,12.9,3,16.7,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9299,N8,129.B6-Scq2,F,16.4,3.8,16.3,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9306,N8,129.B6-Scq2,F,18.5,2.9,16.7,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9349,N8,129.B6-Scq2,F,18.2,3.1,14.4,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9374,N8,129.B6-Scq2,F,8.9,3.5,16.9,8.9,SS.2.1.1,NA,NA,NA,NA
B.2009.9397,N8,129.B6-Scq2,F,19.4,4.2,17.9,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9403,N8,129.B6-Scq2,F,15.7,3.9,18,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9404,N8,129.B6-Scq2,F,15.9,3.3,17.4,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9414,N8,129.B6-Scq2,F,13.9,3.5,15.3,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9418,N8,129.B6-Scq2,F,8.5,3.8,16.9,8.4,SS.2.1.1,NA,NA,NA,NA
B.2009.9419,N8,129.B6-Scq2,F,12.2,3.2,13.9,8.4,SS.2.1.1,NA,NA,NA,NA
B.2009.9420,N8,129.B6-Scq2,F,12.7,3.5,16.4,8.4,SS.2.1.1,NA,NA,NA,NA
B.2009.9451,N8,129.B6-Scq2,F,15.1,3.5,15.7,8.9,SS.2.1.1,NA,NA,NA,NA
B.2009.9452,N8,129.B6-Scq2,F,10.6,3.7,15.3,8.9,SS.2.1.1,NA,NA,NA,NA
B.2009.9728,N8,129.B6-Scq2,F,17.4,5.1,12,8.4,SS.2.1.1,NA,NA,NA,NA
B.2009.9729,N8,129.B6-Scq2,F,15.5,3.5,15.9,8.4,SS.2.1.1,NA,NA,NA,NA
B.2009.9734,N8,129.B6-Scq2,F,14.6,3.9,16.6,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9735,N8,129.B6-Scq2,F,17,4.2,17.6,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9736,N8,129.B6-Scq2,F,11.8,2.8,13.1,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9737,N8,129.B6-Scq2,F,13.4,4.3,16.7,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9789,N8,129.B6-Scq2,F,9.6,3.7,14.7,8.1,SS.2.1.1,NA,NA,NA,NA
B.2009.8863,N8,129.B6-Scq2,M,7.9,2.9,16.3,8.9,SS.2.1.1,NA,NA,NA,NA
B.2009.8864,N8,129.B6-Scq2,M,17.7,4.7,22.2,8.9,SS.2.1.1,NA,NA,NA,NA
B.2009.8865,N8,129.B6-Scq2,M,12.9,4.8,20.2,8.9,SS.2.1.1,NA,NA,NA,NA
B.2009.8869,N8,129.B6-Scq2,M,22.2,5.9,19.8,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.8875,N8,129.B6-Scq2,M,14.2,4.8,20.3,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.8876,N8,129.B6-Scq2,M,19.5,4.3,18.8,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.8879,N8,129.B6-Scq2,M,12.1,3.6,18.3,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.8883,N8,129.B6-Scq2,M,19.9,4.3,20.8,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.8885,N8,129.B6-Scq2,M,15.1,3.9,17.9,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.8886,N8,129.B6-Scq2,M,18.7,3.9,16,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9037,N8,129.B6-Scq2,M,10.9,5.3,21.2,12,SS.2.1.1,NA,NA,NA,NA
B.2009.9041,N8,129.B6-Scq2,M,7.9,3.5,19.5,12,SS.2.1.1,NA,NA,NA,NA
B.2009.9144,N8,129.B6-Scq2,M,10.4,4.4,15.5,9.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9145,N8,129.B6-Scq2,M,15.6,4.1,17.7,9.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9147,N8,129.B6-Scq2,M,7.3,4.5,18.1,9.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9204,N8,129.B6-Scq2,M,17.7,4.3,19.5,9.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9205,N8,129.B6-Scq2,M,19.1,5.3,22.4,9.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9206,N8,129.B6-Scq2,M,20,5.4,23.8,9.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9214,N8,129.B6-Scq2,M,21.1,4.4,19,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9224,N8,129.B6-Scq2,M,7.4,4.1,20.1,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9227,N8,129.B6-Scq2,M,9.4,4,19.1,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9228,N8,129.B6-Scq2,M,10,4.5,20.3,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9294,N8,129.B6-Scq2,M,12,3.3,21.7,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9295,N8,129.B6-Scq2,M,19,4.2,23.8,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9302,N8,129.B6-Scq2,M,13.9,3.6,18.1,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9345,N8,129.B6-Scq2,M,14.3,4.1,17.9,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9346,N8,129.B6-Scq2,M,14.4,4.4,18.7,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9347,N8,129.B6-Scq2,M,13.6,3.9,17.3,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9408,N8,129.B6-Scq2,M,17.4,4.7,20.7,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9409,N8,129.B6-Scq2,M,15.4,3.9,18.8,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9411,N8,129.B6-Scq2,M,8.8,4.3,17.1,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9412,N8,129.B6-Scq2,M,9.4,3.9,16.3,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9417,N8,129.B6-Scq2,M,13.6,3.9,17.1,8.4,SS.2.1.1,NA,NA,NA,NA
B.2009.9447,N8,129.B6-Scq2,M,14.9,5.5,20,8.9,SS.2.1.1,NA,NA,NA,NA
B.2009.9448,N8,129.B6-Scq2,M,17.4,4.7,19.6,8.9,SS.2.1.1,NA,NA,NA,NA
B.2009.9722,N8,129.B6-Scq2,M,13.9,5.8,20.9,8.4,SS.2.1.1,NA,NA,NA,NA
B.2009.9724,N8,129.B6-Scq2,M,15.2,4.4,16.9,8.4,SS.2.1.1,NA,NA,NA,NA
B.2009.9731,N8,129.B6-Scq2,M,12.4,4.6,19.1,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9786,N8,129.B6-Scq2,M,11,3.5,16.2,8.1,SS.2.1.1,NA,NA,NA,NA
B.2009.9787,N8,129.B6-Scq2,M,9.8,3.5,18,8.1,SS.2.1.1,NA,NA,NA,NA
B.2009.9788,N8,129.B6-Scq2,M,11.4,2.9,17.7,8.1,SS.2.1.1,NA,NA,NA,NA
B.2009.8870,N8,129.B6-Scq2,M,21.6,4.7,18.8,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.8874,N8,129.B6-Scq2,F,22.3,3.6,14.7,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.8877,N8,129.B6-Scq2,F,24,4,15.8,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.8878,N8,129.B6-Scq2,F,17,2.7,13.8,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.8887,N8,129.B6-Scq2,F,18.6,3.7,14.9,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9039,N8,129.B6-Scq2,F,18.5,3.5,16.9,12,SS.2.1.1,NA,NA,NA,NA
B.2009.9148,N8,129.B6-Scq2,F,19.6,3.9,16.1,9.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9208,N8,129.B6-Scq2,F,16.6,3,15,9.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9210,N8,129.B6-Scq2,F,17.2,4,15.1,9.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9212,N8,129.B6-Scq2,F,19,3.9,17.3,9.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9215,N8,129.B6-Scq2,F,20.1,3.4,15.9,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9217,N8,129.B6-Scq2,F,17,3.8,16.1,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9298,N8,129.B6-Scq2,F,19.4,3.5,16,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9305,N8,129.B6-Scq2,F,20.8,3.7,16.1,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9307,N8,129.B6-Scq2,F,19.5,2.9,13,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9350,N8,129.B6-Scq2,F,21.3,3.7,15.7,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9373,N8,129.B6-Scq2,F,20.3,3.8,18.3,8.9,SS.2.1.1,NA,NA,NA,NA
B.2009.9375,N8,129.B6-Scq2,F,20.2,3.5,16.7,8.9,SS.2.1.1,NA,NA,NA,NA
B.2009.9398,N8,129.B6-Scq2,F,16.7,3.4,16.1,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9413,N8,129.B6-Scq2,F,16.4,4.3,14.2,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9450,N8,129.B6-Scq2,F,20.7,4.1,15.9,8.9,SS.2.1.1,NA,NA,NA,NA
B.2009.9453,N8,129.B6-Scq2,F,22.6,4.1,15.7,8.9,SS.2.1.1,NA,NA,NA,NA
B.2009.9726,N8,129.B6-Scq2,F,17.3,3.7,15.2,8.4,SS.2.1.1,NA,NA,NA,NA
B.2009.9727,N8,129.B6-Scq2,F,19.8,3.7,15.7,8.4,SS.2.1.1,NA,NA,NA,NA
B.2009.9730,N8,129.B6-Scq2,F,18.3,4.2,17.5,8.4,SS.2.1.1,NA,NA,NA,NA
B.2009.9733,N8,129.B6-Scq2,F,23.7,5.4,18.5,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.8867,N8,129.B6-Scq2,M,22.3,4.2,19.4,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.8868,N8,129.B6-Scq2,M,21.6,5.1,19.9,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.8871,N8,129.B6-Scq2,M,17.8,4.4,15.7,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.8880,N8,129.B6-Scq2,M,19.6,4.9,19.2,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.8881,N8,129.B6-Scq2,M,17.9,3.9,19.8,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.8882,N8,129.B6-Scq2,M,14.8,4.1,19.9,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.8884,N8,129.B6-Scq2,M,16.9,4.1,18.7,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9040,N8,129.B6-Scq2,M,20.6,2.7,19.8,12,SS.2.1.1,NA,NA,NA,NA
B.2009.9143,N8,129.B6-Scq2,M,20.2,3.5,16.9,9.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9146,N8,129.B6-Scq2,M,16.9,3.8,17.1,9.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9207,N8,129.B6-Scq2,M,26.2,5.2,23.9,9.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9213,N8,129.B6-Scq2,M,23,3.2,16.5,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9225,N8,129.B6-Scq2,M,18.4,4.3,20.5,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9226,N8,129.B6-Scq2,M,22.7,4.8,20.9,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9293,N8,129.B6-Scq2,M,23.1,4.3,24.9,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9296,N8,129.B6-Scq2,M,18.7,4.6,24.6,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9300,N8,129.B6-Scq2,M,20.9,4,17.4,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9301,N8,129.B6-Scq2,M,21.2,4.3,18.6,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9303,N8,129.B6-Scq2,M,21,4.3,17.6,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9304,N8,129.B6-Scq2,M,14.4,3.3,15,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9348,N8,129.B6-Scq2,M,20.1,3.4,18.7,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9371,N8,129.B6-Scq2,M,21.6,3.9,17.5,8.9,SS.2.1.1,NA,NA,NA,NA
B.2009.9372,N8,129.B6-Scq2,M,24.4,4.8,19.1,8.9,SS.2.1.1,NA,NA,NA,NA
B.2009.9394,N8,129.B6-Scq2,M,18.9,4.9,18.9,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9395,N8,129.B6-Scq2,M,24.1,4.7,20.9,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9396,N8,129.B6-Scq2,M,24,5.4,23.3,9,SS.2.1.1,NA,NA,NA,NA
B.2009.9399,N8,129.B6-Scq2,M,16.5,3.5,18.9,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9400,N8,129.B6-Scq2,M,17.9,5.4,24,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9401,N8,129.B6-Scq2,M,15,4.2,21,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9402,N8,129.B6-Scq2,M,16.7,4.9,20.7,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9405,N8,129.B6-Scq2,M,17.1,4.5,17.8,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9406,N8,129.B6-Scq2,M,20.7,3.9,18.2,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9407,N8,129.B6-Scq2,M,17.5,4.2,19.5,8.7,SS.2.1.1,NA,NA,NA,NA
B.2009.9410,N8,129.B6-Scq2,M,19.4,5.5,21.4,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9415,N8,129.B6-Scq2,M,19,4.3,19.3,8.4,SS.2.1.1,NA,NA,NA,NA
B.2009.9416,N8,129.B6-Scq2,M,22.7,4.6,19.3,8.4,SS.2.1.1,NA,NA,NA,NA
B.2009.9449,N8,129.B6-Scq2,M,18,4.2,18,8.9,SS.2.1.1,NA,NA,NA,NA
B.2009.9723,N8,129.B6-Scq2,M,21,5,18.7,8.4,SS.2.1.1,NA,NA,NA,NA
B.2009.9725,N8,129.B6-Scq2,M,20.6,5.7,18.7,8.4,SS.2.1.1,NA,NA,NA,NA
B.2009.9732,N8,129.B6-Scq2,M,16.3,3.4,16.8,8.6,SS.2.1.1,NA,NA,NA,NA
B.2009.9784,N8,129.B6-Scq2,M,19.5,3.4,16.3,8.1,SS.2.1.1,NA,NA,NA,NA
B.2009.9785,N8,129.B6-Scq2,M,22.5,4.3,22.1,8.1,SS.2.1.1,NA,NA,NA,NA
B.2010.1018,N9,129.B6-Scq2,F,22.5,5.2,20,11.3,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1024,N9,129.B6-Scq2,F,18,5.2,17.7,11.1,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1026,N9,129.B6-Scq2,F,17.3,4.5,18.1,11.1,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1279,N9,129.B6-Scq2,F,8,3.9,16.7,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1280,N9,129.B6-Scq2,F,16.3,6.3,19.4,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1548,N9,129.B6-Scq2,F,20.5,5.6,20.7,8.4,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1549,N9,129.B6-Scq2,F,10.8,4.9,19.2,8.4,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1550,N9,129.B6-Scq2,F,10.5,4.2,18,8.4,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1616,N9,129.B6-Scq2,F,11.6,3.8,16.7,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.2269,N9,129.B6-Scq2,F,10.9,4.1,19.2,11.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1023,N9,129.B6-Scq2,M,22.1,7.5,26.2,11.3,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1028,N9,129.B6-Scq2,M,NA,NA,NA,NA,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1275,N9,129.B6-Scq2,M,14.3,5.7,21.9,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1545,N9,129.B6-Scq2,M,15.5,5.9,22.4,8.4,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1617,N9,129.B6-Scq2,M,17.7,6.8,20.7,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.2271,N9,129.B6-Scq2,M,18.3,6.2,23.4,11.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.2272,N9,129.B6-Scq2,M,22.4,5.9,21.1,11.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.2273,N9,129.B6-Scq2,M,9.9,5.2,21.3,11.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1019,N9,129.B6-Scq2,F,21,4.2,21.8,11.3,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1025,N9,129.B6-Scq2,F,14.4,4.5,20.4,11.1,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1276,N9,129.B6-Scq2,F,5.9,4.3,15.8,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1277,N9,129.B6-Scq2,F,17.9,4.2,17.8,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1278,N9,129.B6-Scq2,F,11.1,3.4,15.5,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1546,N9,129.B6-Scq2,F,19.4,4.8,19.2,8.4,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1547,N9,129.B6-Scq2,F,18.8,5.2,19.3,8.4,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1615,N9,129.B6-Scq2,F,21.9,6.2,19.8,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.2268,N9,129.B6-Scq2,F,18.2,3.7,17,11.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.2270,N9,129.B6-Scq2,F,18,3.8,17.1,11.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1020,N9,129.B6-Scq2,M,13.2,6,25.3,11.3,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1021,N9,129.B6-Scq2,M,14.2,5.6,24.6,11.3,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1022,N9,129.B6-Scq2,M,13,7.1,25.9,11.3,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1027,N9,129.B6-Scq2,M,16.1,5,22.9,11.1,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1029,N9,129.B6-Scq2,M,22.4,7.5,26.3,11.1,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1274,N9,129.B6-Scq2,M,14.1,5.3,21.7,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.1618,N9,129.B6-Scq2,M,16.7,6.9,18.7,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4236,N10,129.B6-Scq2,F,15.9,3.1,17.7,10.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4241,N10,129.B6-Scq2,F,13.5,3.3,19.2,10.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4242,N10,129.B6-Scq2,F,17.5,3.6,19.8,10.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4286,N10,129.B6-Scq2,F,21.5,3.2,18.9,11.1,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4287,N10,129.B6-Scq2,F,20,4.3,20.6,11.1,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4288,N10,129.B6-Scq2,F,19.9,3.4,18.6,11.1,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4439,N10,129.B6-Scq2,F,16.9,4.9,17,10.4,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4466,N10,129.B6-Scq2,F,14.1,4.4,17.5,9.9,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4467,N10,129.B6-Scq2,F,13.4,3.3,17,9.9,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4471,N10,129.B6-Scq2,F,25.2,3.6,17.5,9.9,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4472,N10,129.B6-Scq2,F,17.8,3.8,16.1,9.9,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4475,N10,129.B6-Scq2,F,20.9,4.7,17.4,10.9,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4476,N10,129.B6-Scq2,F,12.6,3.5,14.9,10.9,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4491,N10,129.B6-Scq2,F,18.4,4.5,16.7,10.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4494,N10,129.B6-Scq2,F,10.3,4.3,18.2,10.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4495,N10,129.B6-Scq2,F,15.3,4.5,17.3,10.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4496,N10,129.B6-Scq2,F,14.7,4.2,17,10.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4757,N10,129.B6-Scq2,F,18.2,3.8,18.5,8.7,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5103,N10,129.B6-Scq2,F,14.4,3.4,17.8,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5104,N10,129.B6-Scq2,F,12.5,2.9,19,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5106,N10,129.B6-Scq2,F,13.1,3.3,17.6,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5235,N10,129.B6-Scq2,F,16.3,3.5,18.9,8.4,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5236,N10,129.B6-Scq2,F,13.8,3.5,18.4,8.4,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5237,N10,129.B6-Scq2,F,16.3,3.5,17.3,8.4,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5257,N10,129.B6-Scq2,F,13.2,3.1,16.7,8,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5370,N10,129.B6-Scq2,F,15.3,3.5,21.7,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5373,N10,129.B6-Scq2,F,16.9,3.5,18.1,8.1,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5378,N10,129.B6-Scq2,F,17.7,4,17.6,9.9,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5385,N10,129.B6-Scq2,F,21.7,3.5,17.5,9.6,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5470,N10,129.B6-Scq2,F,16.2,3.8,16.6,9.3,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5471,N10,129.B6-Scq2,F,13.8,3.7,17.1,9.3,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5693,N10,129.B6-Scq2,F,15.8,4.3,20.4,8,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5783,N10,129.B6-Scq2,F,13,3.4,19.3,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5784,N10,129.B6-Scq2,F,17.7,4.1,21,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5859,N10,129.B6-Scq2,F,19,3.6,18.1,8,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5860,N10,129.B6-Scq2,F,19.7,3.1,15.9,8,SS.2.1.1.1,NA,NA,NA,NA
B.2011.6201,N10,129.B6-Scq2,F,14.6,3.1,16.8,8.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4237,N10,129.B6-Scq2,M,12.9,3.3,18.2,10.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4238,N10,129.B6-Scq2,M,16.6,3.7,18.5,10.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4243,N10,129.B6-Scq2,M,23.1,5.8,23.1,10.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4290,N10,129.B6-Scq2,M,8.4,3.9,21.8,11.1,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4291,N10,129.B6-Scq2,M,12,4,23.2,11.1,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4468,N10,129.B6-Scq2,M,18.4,3.7,16.5,9.9,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4469,N10,129.B6-Scq2,M,24.4,5.9,21.5,9.9,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4470,N10,129.B6-Scq2,M,22.1,5.5,21.2,9.9,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4473,N10,129.B6-Scq2,M,17.7,4.3,21,9.9,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4474,N10,129.B6-Scq2,M,12.3,4.2,18,9.9,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4492,N10,129.B6-Scq2,M,7.5,5.2,22.5,10.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4493,N10,129.B6-Scq2,M,12.4,4.3,24,10.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4497,N10,129.B6-Scq2,M,11.4,5.7,20.6,10.6,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4759,N10,129.B6-Scq2,M,15.2,4.1,19.7,8.7,SS.2.1.1.1,NA,NA,NA,NA
B.2010.4827,N10,129.B6-Scq2,M,7.8,4.7,20,8.4,SS.2.1.1.1,NA,NA,NA,NA
B.2011.5108,N10,129.B6-Scq2,M,18,5,22.6,8.1,SS.2.1.1.1,NA,NA,NA,NA
